gene_id	transcript_id	biotype
ENSMUSG00000012296	ENSMUST00000224445	protein_coding_CDS_not_defined
ENSMUSG00000039109	ENSMUST00000224446	protein_coding_CDS_not_defined
ENSMUSG00000037126	ENSMUST00000224447	protein_coding
ENSMUSG00000114819	ENSMUST00000224448	processed_pseudogene
ENSMUSG00000021619	ENSMUST00000224449	nonsense_mediated_decay
ENSMUSG00000114614	ENSMUST00000224450	processed_pseudogene
ENSMUSG00000051606	ENSMUST00000224451	lncRNA
ENSMUSG00000039004	ENSMUST00000224452	protein_coding_CDS_not_defined
ENSMUSG00000021962	ENSMUST00000224453	protein_coding_CDS_not_defined
ENSMUSG00000025860	ENSMUST00000224454	protein_coding
ENSMUSG00000021728	ENSMUST00000224455	retained_intron
ENSMUSG00000089887	ENSMUST00000224456	lncRNA
ENSMUSG00000021375	ENSMUST00000224457	protein_coding_CDS_not_defined
ENSMUSG00000021703	ENSMUST00000224458	retained_intron
ENSMUSG00000114387	ENSMUST00000224459	lncRNA
ENSMUSG00000017485	ENSMUST00000224460	retained_intron
ENSMUSG00000114411	ENSMUST00000224461	processed_pseudogene
ENSMUSG00000033885	ENSMUST00000224462	protein_coding_CDS_not_defined
ENSMUSG00000049517	ENSMUST00000224463	protein_coding_CDS_not_defined
ENSMUSG00000042167	ENSMUST00000224464	protein_coding
ENSMUSG00000063142	ENSMUST00000224465	protein_coding_CDS_not_defined
ENSMUSG00000021748	ENSMUST00000224466	protein_coding_CDS_not_defined
ENSMUSG00000034391	ENSMUST00000224467	protein_coding
ENSMUSG00000063142	ENSMUST00000224468	protein_coding
ENSMUSG00000050876	ENSMUST00000224469	protein_coding
ENSMUSG00000021779	ENSMUST00000224470	protein_coding
ENSMUSG00000114638	ENSMUST00000224471	lncRNA
ENSMUSG00000068697	ENSMUST00000224472	retained_intron
ENSMUSG00000114884	ENSMUST00000224473	lncRNA
ENSMUSG00000024982	ENSMUST00000224474	retained_intron
ENSMUSG00000021710	ENSMUST00000224475	retained_intron
ENSMUSG00000114465	ENSMUST00000224476	processed_pseudogene
ENSMUSG00000021428	ENSMUST00000224477	nonsense_mediated_decay
ENSMUSG00000025217	ENSMUST00000224478	protein_coding
ENSMUSG00000035367	ENSMUST00000224479	protein_coding
ENSMUSG00000035248	ENSMUST00000224480	protein_coding
ENSMUSG00000114653	ENSMUST00000224481	processed_pseudogene
ENSMUSG00000114845	ENSMUST00000224482	lncRNA
ENSMUSG00000114362	ENSMUST00000224483	lncRNA
ENSMUSG00000114426	ENSMUST00000224484	processed_pseudogene
ENSMUSG00000021819	ENSMUST00000224485	retained_intron
ENSMUSG00000021495	ENSMUST00000224486	retained_intron
ENSMUSG00000001707	ENSMUST00000224487	retained_intron
ENSMUSG00000114406	ENSMUST00000224488	processed_pseudogene
ENSMUSG00000021701	ENSMUST00000224489	retained_intron
ENSMUSG00000015176	ENSMUST00000224490	nonsense_mediated_decay
ENSMUSG00000042567	ENSMUST00000224491	protein_coding
ENSMUSG00000039367	ENSMUST00000224492	protein_coding
ENSMUSG00000042284	ENSMUST00000224493	retained_intron
ENSMUSG00000114253	ENSMUST00000224494	lncRNA
ENSMUSG00000114470	ENSMUST00000224495	nonsense_mediated_decay
ENSMUSG00000055560	ENSMUST00000224496	retained_intron
ENSMUSG00000035842	ENSMUST00000224497	protein_coding
ENSMUSG00000040123	ENSMUST00000224498	protein_coding_CDS_not_defined
ENSMUSG00000114514	ENSMUST00000224499	processed_pseudogene
ENSMUSG00000021714	ENSMUST00000224500	nonsense_mediated_decay
ENSMUSG00000035762	ENSMUST00000224501	protein_coding_CDS_not_defined
ENSMUSG00000031150	ENSMUST00000224502	protein_coding
ENSMUSG00000060012	ENSMUST00000224503	protein_coding
ENSMUSG00000046169	ENSMUST00000224504	nonsense_mediated_decay
ENSMUSG00000021552	ENSMUST00000224505	protein_coding
ENSMUSG00000021804	ENSMUST00000224506	protein_coding_CDS_not_defined
ENSMUSG00000060012	ENSMUST00000224507	retained_intron
ENSMUSG00000114665	ENSMUST00000224508	lncRNA
ENSMUSG00000114554	ENSMUST00000224509	lncRNA
ENSMUSG00000050377	ENSMUST00000224510	protein_coding
ENSMUSG00000024780	ENSMUST00000224511	protein_coding
ENSMUSG00000114504	ENSMUST00000224512	lncRNA
ENSMUSG00000114967	ENSMUST00000224513	processed_pseudogene
ENSMUSG00000037798	ENSMUST00000224514	protein_coding
ENSMUSG00000114529	ENSMUST00000224515	processed_pseudogene
ENSMUSG00000024589	ENSMUST00000224516	retained_intron
ENSMUSG00000021484	ENSMUST00000224517	retained_intron
ENSMUSG00000048612	ENSMUST00000224518	retained_intron
ENSMUSG00000114961	ENSMUST00000224519	lncRNA
ENSMUSG00000114966	ENSMUST00000224520	processed_pseudogene
ENSMUSG00000097360	ENSMUST00000224521	lncRNA
ENSMUSG00000013236	ENSMUST00000224522	retained_intron
ENSMUSG00000024044	ENSMUST00000224523	protein_coding
ENSMUSG00000021546	ENSMUST00000224524	protein_coding
ENSMUSG00000035762	ENSMUST00000224525	protein_coding
ENSMUSG00000114666	ENSMUST00000224526	unprocessed_pseudogene
ENSMUSG00000114329	ENSMUST00000224527	lncRNA
ENSMUSG00000023923	ENSMUST00000224528	protein_coding
ENSMUSG00000021749	ENSMUST00000224529	protein_coding
ENSMUSG00000033382	ENSMUST00000224530	protein_coding
ENSMUSG00000021546	ENSMUST00000224531	retained_intron
ENSMUSG00000074886	ENSMUST00000224532	retained_intron
ENSMUSG00000022074	ENSMUST00000224533	retained_intron
ENSMUSG00000046006	ENSMUST00000224534	protein_coding
ENSMUSG00000022075	ENSMUST00000224535	protein_coding_CDS_not_defined
ENSMUSG00000114689	ENSMUST00000224536	lncRNA
ENSMUSG00000025157	ENSMUST00000224537	protein_coding
ENSMUSG00000114554	ENSMUST00000224538	lncRNA
ENSMUSG00000114661	ENSMUST00000224539	lncRNA
ENSMUSG00000021420	ENSMUST00000224540	retained_intron
ENSMUSG00000042284	ENSMUST00000224541	retained_intron
ENSMUSG00000035958	ENSMUST00000224542	protein_coding_CDS_not_defined
ENSMUSG00000114849	ENSMUST00000224543	lncRNA
ENSMUSG00000040055	ENSMUST00000224544	retained_intron
ENSMUSG00000042167	ENSMUST00000224545	nonsense_mediated_decay
ENSMUSG00000114436	ENSMUST00000224546	lncRNA
ENSMUSG00000023923	ENSMUST00000224547	protein_coding_CDS_not_defined
ENSMUSG00000021510	ENSMUST00000224548	protein_coding_CDS_not_defined
ENSMUSG00000025290	ENSMUST00000224549	protein_coding_CDS_not_defined
ENSMUSG00000114393	ENSMUST00000224550	lncRNA
ENSMUSG00000021500	ENSMUST00000224551	retained_intron
ENSMUSG00000114290	ENSMUST00000224552	lncRNA
ENSMUSG00000024268	ENSMUST00000224553	protein_coding
ENSMUSG00000114608	ENSMUST00000224554	lncRNA
ENSMUSG00000114712	ENSMUST00000224555	processed_pseudogene
ENSMUSG00000037126	ENSMUST00000224556	protein_coding
ENSMUSG00000044322	ENSMUST00000224557	retained_intron
ENSMUSG00000114878	ENSMUST00000224558	processed_pseudogene
ENSMUSG00000037089	ENSMUST00000224559	retained_intron
ENSMUSG00000048612	ENSMUST00000224560	nonsense_mediated_decay
ENSMUSG00000114522	ENSMUST00000224561	lncRNA
ENSMUSG00000025157	ENSMUST00000224562	protein_coding
ENSMUSG00000114449	ENSMUST00000224563	processed_pseudogene
ENSMUSG00000052595	ENSMUST00000224564	protein_coding
ENSMUSG00000114825	ENSMUST00000224565	processed_pseudogene
ENSMUSG00000021820	ENSMUST00000224566	protein_coding_CDS_not_defined
ENSMUSG00000114521	ENSMUST00000224567	lncRNA
ENSMUSG00000025290	ENSMUST00000224568	protein_coding
ENSMUSG00000025290	ENSMUST00000224569	protein_coding_CDS_not_defined
ENSMUSG00000114368	ENSMUST00000224570	processed_pseudogene
ENSMUSG00000013236	ENSMUST00000224571	retained_intron
ENSMUSG00000021495	ENSMUST00000224572	retained_intron
ENSMUSG00000114261	ENSMUST00000224573	processed_pseudogene
ENSMUSG00000021537	ENSMUST00000224574	protein_coding
ENSMUSG00000114797	ENSMUST00000224575	protein_coding_CDS_not_defined
ENSMUSG00000050377	ENSMUST00000224576	nonsense_mediated_decay
ENSMUSG00000114710	ENSMUST00000224577	lncRNA
ENSMUSG00000114630	ENSMUST00000224578	lncRNA
ENSMUSG00000114508	ENSMUST00000224579	lncRNA
ENSMUSG00000048612	ENSMUST00000224580	retained_intron
ENSMUSG00000054423	ENSMUST00000224581	protein_coding
ENSMUSG00000114232	ENSMUST00000224582	lncRNA
ENSMUSG00000025006	ENSMUST00000224583	protein_coding
ENSMUSG00000114438	ENSMUST00000224584	lncRNA
ENSMUSG00000114586	ENSMUST00000224585	lncRNA
ENSMUSG00000019487	ENSMUST00000224586	retained_intron
ENSMUSG00000114201	ENSMUST00000224587	processed_pseudogene
ENSMUSG00000114441	ENSMUST00000224588	lncRNA
ENSMUSG00000114770	ENSMUST00000224589	lncRNA
ENSMUSG00000114956	ENSMUST00000224590	processed_pseudogene
ENSMUSG00000114619	ENSMUST00000224591	transcribed_processed_pseudogene
ENSMUSG00000035840	ENSMUST00000224592	protein_coding
ENSMUSG00000021975	ENSMUST00000224593	retained_intron
ENSMUSG00000045731	ENSMUST00000224594	protein_coding
ENSMUSG00000040260	ENSMUST00000224595	protein_coding
ENSMUSG00000108929	ENSMUST00000224596	protein_coding
ENSMUSG00000021779	ENSMUST00000224597	protein_coding
ENSMUSG00000114850	ENSMUST00000224598	processed_pseudogene
ENSMUSG00000024780	ENSMUST00000224599	protein_coding
ENSMUSG00000021961	ENSMUST00000224600	nonsense_mediated_decay
ENSMUSG00000034190	ENSMUST00000224601	retained_intron
ENSMUSG00000039126	ENSMUST00000224602	retained_intron
ENSMUSG00000024795	ENSMUST00000224603	retained_intron
ENSMUSG00000114242	ENSMUST00000224604	lncRNA
ENSMUSG00000052727	ENSMUST00000224605	protein_coding_CDS_not_defined
ENSMUSG00000114789	ENSMUST00000224606	lncRNA
ENSMUSG00000021973	ENSMUST00000224607	protein_coding_CDS_not_defined
ENSMUSG00000114894	ENSMUST00000224608	processed_pseudogene
ENSMUSG00000114520	ENSMUST00000224609	processed_pseudogene
ENSMUSG00000114681	ENSMUST00000224610	lncRNA
ENSMUSG00000021420	ENSMUST00000224611	protein_coding
ENSMUSG00000114285	ENSMUST00000224612	processed_pseudogene
ENSMUSG00000021414	ENSMUST00000224613	retained_intron
ENSMUSG00000114597	ENSMUST00000224614	lncRNA
ENSMUSG00000114494	ENSMUST00000224615	processed_pseudogene
ENSMUSG00000021738	ENSMUST00000224616	retained_intron
ENSMUSG00000114298	ENSMUST00000224617	lncRNA
ENSMUSG00000036368	ENSMUST00000224618	protein_coding
ENSMUSG00000021420	ENSMUST00000224619	protein_coding_CDS_not_defined
ENSMUSG00000114729	ENSMUST00000224620	processed_pseudogene
ENSMUSG00000114812	ENSMUST00000224621	processed_pseudogene
ENSMUSG00000024480	ENSMUST00000224622	protein_coding
ENSMUSG00000034522	ENSMUST00000224623	protein_coding
ENSMUSG00000114370	ENSMUST00000224624	lncRNA
ENSMUSG00000021273	ENSMUST00000224625	protein_coding
ENSMUSG00000114392	ENSMUST00000224626	unprocessed_pseudogene
ENSMUSG00000021342	ENSMUST00000224627	retained_intron
ENSMUSG00000114527	ENSMUST00000224628	unprocessed_pseudogene
ENSMUSG00000034532	ENSMUST00000224629	protein_coding
ENSMUSG00000114433	ENSMUST00000224630	lncRNA
ENSMUSG00000054901	ENSMUST00000224631	protein_coding_CDS_not_defined
ENSMUSG00000021592	ENSMUST00000224632	protein_coding_CDS_not_defined
ENSMUSG00000063787	ENSMUST00000224633	protein_coding
ENSMUSG00000058569	ENSMUST00000224634	retained_intron
ENSMUSG00000021993	ENSMUST00000224635	nonsense_mediated_decay
ENSMUSG00000044792	ENSMUST00000224636	retained_intron
ENSMUSG00000114266	ENSMUST00000224637	TEC
ENSMUSG00000038132	ENSMUST00000224638	protein_coding_CDS_not_defined
ENSMUSG00000016018	ENSMUST00000224639	retained_intron
ENSMUSG00000114743	ENSMUST00000224640	lncRNA
ENSMUSG00000114516	ENSMUST00000224641	lncRNA
ENSMUSG00000071647	ENSMUST00000224642	protein_coding
ENSMUSG00000114777	ENSMUST00000224643	processed_pseudogene
ENSMUSG00000114830	ENSMUST00000224644	lncRNA
ENSMUSG00000021432	ENSMUST00000224645	protein_coding
ENSMUSG00000025006	ENSMUST00000224646	retained_intron
ENSMUSG00000114634	ENSMUST00000224647	TEC
ENSMUSG00000055480	ENSMUST00000224648	retained_intron
ENSMUSG00000114848	ENSMUST00000224649	processed_pseudogene
ENSMUSG00000114366	ENSMUST00000224650	processed_pseudogene
ENSMUSG00000114279	ENSMUST00000224651	protein_coding
ENSMUSG00000053453	ENSMUST00000224652	protein_coding_CDS_not_defined
ENSMUSG00000074886	ENSMUST00000224653	protein_coding
ENSMUSG00000114472	ENSMUST00000224654	lncRNA
ENSMUSG00000002833	ENSMUST00000224655	retained_intron
ENSMUSG00000021785	ENSMUST00000224656	protein_coding
ENSMUSG00000016756	ENSMUST00000224657	protein_coding
ENSMUSG00000024533	ENSMUST00000224659	retained_intron
ENSMUSG00000041632	ENSMUST00000224660	protein_coding
ENSMUSG00000114670	ENSMUST00000224661	processed_pseudogene
ENSMUSG00000021720	ENSMUST00000224662	protein_coding
ENSMUSG00000024589	ENSMUST00000224663	protein_coding_CDS_not_defined
ENSMUSG00000097360	ENSMUST00000224664	lncRNA
ENSMUSG00000021359	ENSMUST00000224665	protein_coding
ENSMUSG00000114539	ENSMUST00000224666	lncRNA
ENSMUSG00000025006	ENSMUST00000224667	protein_coding
ENSMUSG00000114783	ENSMUST00000224668	processed_pseudogene
ENSMUSG00000114418	ENSMUST00000224669	processed_pseudogene
ENSMUSG00000039599	ENSMUST00000224670	retained_intron
ENSMUSG00000024603	ENSMUST00000224671	retained_intron
ENSMUSG00000021733	ENSMUST00000224672	protein_coding
ENSMUSG00000114371	ENSMUST00000224673	processed_pseudogene
ENSMUSG00000021809	ENSMUST00000224674	retained_intron
ENSMUSG00000024889	ENSMUST00000224675	protein_coding
ENSMUSG00000054901	ENSMUST00000224676	retained_intron
ENSMUSG00000060012	ENSMUST00000224677	retained_intron
ENSMUSG00000114643	ENSMUST00000224678	processed_pseudogene
ENSMUSG00000024805	ENSMUST00000224679	protein_coding
ENSMUSG00000114384	ENSMUST00000224680	lncRNA
ENSMUSG00000114877	ENSMUST00000224681	unprocessed_pseudogene
ENSMUSG00000114706	ENSMUST00000224682	processed_pseudogene
ENSMUSG00000021428	ENSMUST00000224683	retained_intron
ENSMUSG00000078994	ENSMUST00000224684	protein_coding
ENSMUSG00000034789	ENSMUST00000224685	protein_coding
ENSMUSG00000021494	ENSMUST00000224686	retained_intron
ENSMUSG00000034522	ENSMUST00000224687	protein_coding
ENSMUSG00000085827	ENSMUST00000224688	lncRNA
ENSMUSG00000114724	ENSMUST00000224689	lncRNA
ENSMUSG00000021748	ENSMUST00000224690	retained_intron
ENSMUSG00000114865	ENSMUST00000224691	protein_coding
ENSMUSG00000021962	ENSMUST00000224692	protein_coding_CDS_not_defined
ENSMUSG00000021488	ENSMUST00000224693	protein_coding
ENSMUSG00000060176	ENSMUST00000224694	nonsense_mediated_decay
ENSMUSG00000017485	ENSMUST00000224695	retained_intron
ENSMUSG00000012296	ENSMUST00000224696	retained_intron
ENSMUSG00000114899	ENSMUST00000224697	processed_pseudogene
ENSMUSG00000022040	ENSMUST00000224698	protein_coding
ENSMUSG00000025290	ENSMUST00000224699	protein_coding_CDS_not_defined
ENSMUSG00000021359	ENSMUST00000224700	protein_coding_CDS_not_defined
ENSMUSG00000002833	ENSMUST00000224701	retained_intron
ENSMUSG00000052727	ENSMUST00000224702	protein_coding_CDS_not_defined
ENSMUSG00000047789	ENSMUST00000224703	retained_intron
ENSMUSG00000054423	ENSMUST00000224704	retained_intron
ENSMUSG00000021537	ENSMUST00000224705	protein_coding
ENSMUSG00000114236	ENSMUST00000224706	processed_pseudogene
ENSMUSG00000024889	ENSMUST00000224707	protein_coding
ENSMUSG00000045776	ENSMUST00000224708	protein_coding
ENSMUSG00000024566	ENSMUST00000224709	nonsense_mediated_decay
ENSMUSG00000114641	ENSMUST00000224710	processed_pseudogene
ENSMUSG00000024068	ENSMUST00000224711	protein_coding
ENSMUSG00000114320	ENSMUST00000224712	processed_pseudogene
ENSMUSG00000095609	ENSMUST00000224713	protein_coding
ENSMUSG00000021743	ENSMUST00000224714	protein_coding
ENSMUSG00000038773	ENSMUST00000224715	protein_coding
ENSMUSG00000114235	ENSMUST00000224716	lncRNA
ENSMUSG00000100510	ENSMUST00000224717	retained_intron
ENSMUSG00000039367	ENSMUST00000224718	retained_intron
ENSMUSG00000032846	ENSMUST00000224719	retained_intron
ENSMUSG00000114552	ENSMUST00000224720	lncRNA
ENSMUSG00000039599	ENSMUST00000224721	protein_coding
ENSMUSG00000039367	ENSMUST00000224722	retained_intron
ENSMUSG00000024943	ENSMUST00000224723	retained_intron
ENSMUSG00000114903	ENSMUST00000224724	lncRNA
ENSMUSG00000046230	ENSMUST00000224725	retained_intron
ENSMUSG00000024892	ENSMUST00000224726	protein_coding
ENSMUSG00000043157	ENSMUST00000224727	protein_coding
ENSMUSG00000024795	ENSMUST00000224728	nonsense_mediated_decay
ENSMUSG00000114311	ENSMUST00000224729	lncRNA
ENSMUSG00000091740	ENSMUST00000224730	protein_coding
ENSMUSG00000114210	ENSMUST00000224731	lncRNA
ENSMUSG00000114732	ENSMUST00000224732	lncRNA
ENSMUSG00000114889	ENSMUST00000224733	processed_pseudogene
ENSMUSG00000114401	ENSMUST00000224734	lncRNA
ENSMUSG00000063821	ENSMUST00000224735	protein_coding
ENSMUSG00000114774	ENSMUST00000224736	lncRNA
ENSMUSG00000114354	ENSMUST00000224737	lncRNA
ENSMUSG00000024771	ENSMUST00000224738	nonsense_mediated_decay
ENSMUSG00000051606	ENSMUST00000224739	retained_intron
ENSMUSG00000021363	ENSMUST00000224740	protein_coding
ENSMUSG00000058569	ENSMUST00000224741	protein_coding
ENSMUSG00000046169	ENSMUST00000224742	nonsense_mediated_decay
ENSMUSG00000022031	ENSMUST00000224743	nonsense_mediated_decay
ENSMUSG00000114602	ENSMUST00000224744	lncRNA
ENSMUSG00000114373	ENSMUST00000224745	lncRNA
ENSMUSG00000114958	ENSMUST00000224746	lncRNA
ENSMUSG00000114500	ENSMUST00000224747	processed_pseudogene
ENSMUSG00000064128	ENSMUST00000224748	protein_coding_CDS_not_defined
ENSMUSG00000021720	ENSMUST00000224749	protein_coding
ENSMUSG00000021733	ENSMUST00000224750	retained_intron
ENSMUSG00000021819	ENSMUST00000224751	protein_coding
ENSMUSG00000021733	ENSMUST00000224752	protein_coding
ENSMUSG00000114461	ENSMUST00000224753	lncRNA
ENSMUSG00000039367	ENSMUST00000224754	protein_coding
ENSMUSG00000084925	ENSMUST00000224755	lncRNA
ENSMUSG00000021375	ENSMUST00000224756	protein_coding
ENSMUSG00000114591	ENSMUST00000224757	protein_coding
ENSMUSG00000035367	ENSMUST00000224758	protein_coding_CDS_not_defined
ENSMUSG00000023977	ENSMUST00000224759	retained_intron
ENSMUSG00000045776	ENSMUST00000224760	protein_coding
ENSMUSG00000114502	ENSMUST00000224761	lncRNA
ENSMUSG00000114362	ENSMUST00000224762	lncRNA
ENSMUSG00000121401	ENSMUST00000224763	lncRNA
ENSMUSG00000053453	ENSMUST00000224764	retained_intron
ENSMUSG00000021494	ENSMUST00000224765	protein_coding
ENSMUSG00000114511	ENSMUST00000224766	lncRNA
ENSMUSG00000114334	ENSMUST00000224767	lncRNA
ENSMUSG00000114301	ENSMUST00000224768	processed_pseudogene
ENSMUSG00000041028	ENSMUST00000224769	protein_coding
ENSMUSG00000114657	ENSMUST00000224770	processed_pseudogene
ENSMUSG00000114377	ENSMUST00000224771	processed_pseudogene
ENSMUSG00000024805	ENSMUST00000224772	protein_coding
ENSMUSG00000021440	ENSMUST00000224773	nonsense_mediated_decay
ENSMUSG00000114938	ENSMUST00000224774	processed_pseudogene
ENSMUSG00000114312	ENSMUST00000224775	processed_pseudogene
ENSMUSG00000097898	ENSMUST00000224776	lncRNA
ENSMUSG00000013236	ENSMUST00000224777	protein_coding
ENSMUSG00000024603	ENSMUST00000224778	retained_intron
ENSMUSG00000046351	ENSMUST00000224779	protein_coding_CDS_not_defined
ENSMUSG00000114954	ENSMUST00000224780	processed_pseudogene
ENSMUSG00000114717	ENSMUST00000224781	processed_pseudogene
ENSMUSG00000021546	ENSMUST00000224782	retained_intron
ENSMUSG00000039109	ENSMUST00000224783	protein_coding_CDS_not_defined
ENSMUSG00000046169	ENSMUST00000224784	nonsense_mediated_decay
ENSMUSG00000015968	ENSMUST00000224785	protein_coding
ENSMUSG00000097303	ENSMUST00000224786	lncRNA
ENSMUSG00000063142	ENSMUST00000224787	protein_coding
ENSMUSG00000114454	ENSMUST00000224788	processed_pseudogene
ENSMUSG00000021559	ENSMUST00000224789	nonsense_mediated_decay
ENSMUSG00000033991	ENSMUST00000224790	protein_coding
ENSMUSG00000039367	ENSMUST00000224791	nonsense_mediated_decay
ENSMUSG00000100510	ENSMUST00000224792	retained_intron
ENSMUSG00000039367	ENSMUST00000224793	retained_intron
ENSMUSG00000114328	ENSMUST00000224794	processed_pseudogene
ENSMUSG00000114558	ENSMUST00000224795	processed_pseudogene
ENSMUSG00000114369	ENSMUST00000224796	lncRNA
ENSMUSG00000015971	ENSMUST00000224797	protein_coding
ENSMUSG00000069171	ENSMUST00000224798	protein_coding
ENSMUSG00000024533	ENSMUST00000224799	protein_coding
ENSMUSG00000114627	ENSMUST00000224800	lncRNA
ENSMUSG00000021508	ENSMUST00000224801	protein_coding
ENSMUSG00000114895	ENSMUST00000224802	lncRNA
ENSMUSG00000021365	ENSMUST00000224803	protein_coding
ENSMUSG00000021820	ENSMUST00000224804	protein_coding_CDS_not_defined
ENSMUSG00000024805	ENSMUST00000224805	protein_coding_CDS_not_defined
ENSMUSG00000114818	ENSMUST00000224806	lncRNA
ENSMUSG00000053279	ENSMUST00000224807	protein_coding_CDS_not_defined
ENSMUSG00000068776	ENSMUST00000224808	lncRNA
ENSMUSG00000114443	ENSMUST00000224809	processed_pseudogene
ENSMUSG00000021962	ENSMUST00000224810	protein_coding_CDS_not_defined
ENSMUSG00000114311	ENSMUST00000224811	lncRNA
ENSMUSG00000063142	ENSMUST00000224812	protein_coding
ENSMUSG00000047094	ENSMUST00000224813	protein_coding
ENSMUSG00000114923	ENSMUST00000224814	protein_coding
ENSMUSG00000114924	ENSMUST00000224815	lncRNA
ENSMUSG00000114202	ENSMUST00000224816	processed_pseudogene
ENSMUSG00000024542	ENSMUST00000224817	retained_intron
ENSMUSG00000114648	ENSMUST00000224818	unprocessed_pseudogene
ENSMUSG00000016756	ENSMUST00000224819	protein_coding
ENSMUSG00000021327	ENSMUST00000224820	protein_coding
ENSMUSG00000021728	ENSMUST00000224821	protein_coding_CDS_not_defined
ENSMUSG00000114682	ENSMUST00000224822	lncRNA
ENSMUSG00000044447	ENSMUST00000224823	retained_intron
ENSMUSG00000033111	ENSMUST00000224824	protein_coding_CDS_not_defined
ENSMUSG00000078994	ENSMUST00000224825	protein_coding
ENSMUSG00000114807	ENSMUST00000224826	lncRNA
ENSMUSG00000100510	ENSMUST00000224827	lncRNA
ENSMUSG00000114259	ENSMUST00000224828	processed_pseudogene
ENSMUSG00000039308	ENSMUST00000224829	protein_coding
ENSMUSG00000024780	ENSMUST00000224830	protein_coding
ENSMUSG00000114416	ENSMUST00000224831	TEC
ENSMUSG00000114491	ENSMUST00000224832	lncRNA
ENSMUSG00000114359	ENSMUST00000224833	processed_pseudogene
ENSMUSG00000114841	ENSMUST00000224834	lncRNA
ENSMUSG00000114735	ENSMUST00000224835	processed_pseudogene
ENSMUSG00000021546	ENSMUST00000224836	nonsense_mediated_decay
ENSMUSG00000046753	ENSMUST00000224837	protein_coding_CDS_not_defined
ENSMUSG00000071181	ENSMUST00000224838	lncRNA
ENSMUSG00000006717	ENSMUST00000224839	protein_coding_CDS_not_defined
ENSMUSG00000035818	ENSMUST00000224840	retained_intron
ENSMUSG00000114506	ENSMUST00000224841	processed_pseudogene
ENSMUSG00000041747	ENSMUST00000224842	retained_intron
ENSMUSG00000114690	ENSMUST00000224843	lncRNA
ENSMUSG00000114442	ENSMUST00000224844	lncRNA
ENSMUSG00000035248	ENSMUST00000224845	retained_intron
ENSMUSG00000015971	ENSMUST00000224846	protein_coding_CDS_not_defined
ENSMUSG00000114826	ENSMUST00000224847	lncRNA
ENSMUSG00000114481	ENSMUST00000224848	processed_pseudogene
ENSMUSG00000114640	ENSMUST00000224849	lncRNA
ENSMUSG00000114875	ENSMUST00000224850	lncRNA
ENSMUSG00000114524	ENSMUST00000224851	lncRNA
ENSMUSG00000006488	ENSMUST00000224852	protein_coding
ENSMUSG00000114818	ENSMUST00000224853	lncRNA
ENSMUSG00000021432	ENSMUST00000224854	retained_intron
ENSMUSG00000074870	ENSMUST00000224855	nonsense_mediated_decay
ENSMUSG00000114442	ENSMUST00000224856	lncRNA
ENSMUSG00000021714	ENSMUST00000224857	nonsense_mediated_decay
ENSMUSG00000042348	ENSMUST00000224858	nonsense_mediated_decay
ENSMUSG00000024805	ENSMUST00000224859	protein_coding
ENSMUSG00000114549	ENSMUST00000224860	unprocessed_pseudogene
ENSMUSG00000114250	ENSMUST00000224861	unprocessed_pseudogene
ENSMUSG00000033278	ENSMUST00000224862	protein_coding
ENSMUSG00000114950	ENSMUST00000224863	processed_pseudogene
ENSMUSG00000021748	ENSMUST00000224864	retained_intron
ENSMUSG00000042284	ENSMUST00000224865	retained_intron
ENSMUSG00000021662	ENSMUST00000224866	protein_coding
ENSMUSG00000114251	ENSMUST00000224867	processed_pseudogene
ENSMUSG00000114873	ENSMUST00000224868	processed_pseudogene
ENSMUSG00000114678	ENSMUST00000224869	processed_pseudogene
ENSMUSG00000114244	ENSMUST00000224870	lncRNA
ENSMUSG00000114211	ENSMUST00000224871	processed_pseudogene
ENSMUSG00000114335	ENSMUST00000224872	processed_pseudogene
ENSMUSG00000114203	ENSMUST00000224873	lncRNA
ENSMUSG00000031842	ENSMUST00000224874	protein_coding
ENSMUSG00000114466	ENSMUST00000224875	processed_pseudogene
ENSMUSG00000039367	ENSMUST00000224876	nonsense_mediated_decay
ENSMUSG00000068758	ENSMUST00000224877	protein_coding
ENSMUSG00000114855	ENSMUST00000224878	processed_pseudogene
ENSMUSG00000084788	ENSMUST00000224879	lncRNA
ENSMUSG00000114769	ENSMUST00000224880	processed_pseudogene
ENSMUSG00000114498	ENSMUST00000224881	processed_pseudogene
ENSMUSG00000054423	ENSMUST00000224882	nonsense_mediated_decay
ENSMUSG00000042364	ENSMUST00000224883	protein_coding_CDS_not_defined
ENSMUSG00000021592	ENSMUST00000224884	retained_intron
ENSMUSG00000019487	ENSMUST00000224885	protein_coding
ENSMUSG00000114576	ENSMUST00000224886	unprocessed_pseudogene
ENSMUSG00000021820	ENSMUST00000224887	protein_coding
ENSMUSG00000064138	ENSMUST00000224888	retained_intron
ENSMUSG00000064138	ENSMUST00000224889	protein_coding_CDS_not_defined
ENSMUSG00000024589	ENSMUST00000224890	retained_intron
ENSMUSG00000035161	ENSMUST00000224891	retained_intron
ENSMUSG00000037315	ENSMUST00000224892	nonsense_mediated_decay
ENSMUSG00000021981	ENSMUST00000224893	protein_coding
ENSMUSG00000021339	ENSMUST00000224894	protein_coding_CDS_not_defined
ENSMUSG00000114221	ENSMUST00000224895	lncRNA
ENSMUSG00000025157	ENSMUST00000224896	protein_coding
ENSMUSG00000024982	ENSMUST00000224897	protein_coding
